"","userID","artistID","weight","rating"
"78",3,128,89,0.5
"79",3,129,86,0.5
"80",3,130,85,0.5
"81",3,131,84,0.5
"82",3,132,83,0.5
"83",3,133,83,0.5
"84",3,134,77,0.5
"85",3,135,77,0.5
"86",3,136,76,0.5
"87",3,137,75,0.5
"88",3,138,72,0.5
"89",3,139,72,0.5
"90",3,140,71,0.5
"91",3,141,70,0.5
"92",3,142,70,0.5
"93",3,143,70,0.5
"94",3,144,69,0.5
"95",3,145,68,0.5
"96",3,146,67,0.5
"97",3,147,67,0.5
"98",3,148,66,0.5
"99",3,149,66,0.5
"100",3,150,65,0.5
"101",4,51,228,0.5
"102",4,53,686,1
"103",4,64,420,0.7
"104",4,65,301,0.6
"105",4,70,389,0.7
"106",4,72,4983,5.5
"107",4,77,396,0.7
"108",4,151,1807,2.2
"109",4,152,1208,1.6
"110",4,153,903,1.2
"111",4,154,826,1.2
"112",4,155,777,1.1
"113",4,156,743,1.1
"114",4,157,732,1.1
"115",4,158,729,1.1
"116",4,159,724,1.1
"117",4,160,712,1
"118",4,161,632,1
"119",4,162,524,0.8
"120",4,163,465,0.8
"121",4,164,455,0.8
"122",4,165,446,0.8
"123",4,166,445,0.8
"124",4,167,407,0.7
"125",4,168,404,0.7
"126",4,169,384,0.7
"127",4,170,366,0.7
"128",4,171,359,0.7
"129",4,172,309,0.6
"130",4,173,292,0.6
"131",4,174,287,0.6
"132",4,175,285,0.6
"133",4,176,284,0.6
"134",4,177,284,0.6
"135",4,178,279,0.6
"136",4,179,264,0.6
"137",4,180,256,0.6
"138",4,181,255,0.6
"139",4,182,254,0.6
"140",4,183,253,0.6
"141",4,184,247,0.6
"142",4,185,240,0.5
"143",4,186,236,0.5
"144",4,187,223,0.5
"145",4,188,221,0.5
"146",4,189,210,0.5
"147",4,190,208,0.5
"148",4,191,202,0.5
"149",4,192,197,0.5
"150",4,193,193,0.5
"151",5,53,181,0.9
"152",5,154,884,5.5
"153",5,173,241,1.3
"154",5,182,222,1.2
"155",5,190,826,5.1
"156",5,194,777,4.8
"157",5,195,673,4.1
"158",5,196,620,3.8
"159",5,197,452,2.7
"160",5,198,451,2.7
"161",5,199,374,2.2
"162",5,200,337,1.9
"163",5,201,304,1.7
"164",5,202,298,1.7
"165",5,203,287,1.6
"166",5,204,283,1.6
"167",5,205,275,1.5
"168",5,206,265,1.5
"169",5,207,259,1.4
"170",5,208,255,1.4
"171",5,209,252,1.4
"172",5,210,229,1.2
"173",5,211,222,1.2
"174",5,212,210,1.1
"175",5,213,209,1.1
"176",5,214,207,1.1
"177",5,215,196,1
"178",5,216,192,1
"179",5,217,185,1
"180",5,218,184,0.9
"181",5,219,178,0.9
"182",5,220,170,0.9
"183",5,221,161,0.8
"184",5,222,161,0.8
"185",5,223,149,0.7
"186",5,224,143,0.7
"187",5,225,142,0.7
"188",5,226,139,0.7
"189",5,227,138,0.6
"190",5,228,138,0.6
"191",5,229,138,0.6
"192",5,230,137,0.6
"193",5,231,134,0.6
"194",5,232,133,0.6
"195",5,233,130,0.6
"196",5,234,129,0.6
"197",5,235,129,0.6
"198",5,236,127,0.6
"199",5,237,118,0.5
"200",5,238,115,0.5
"201",6,77,16,1
"202",6,239,41,5.5
"203",6,240,41,5.5
"204",6,241,40,5.3
"205",6,242,37,4.8
"206",6,243,34,4.2
"207",6,244,33,4.1
"208",6,245,31,3.7
"209",6,246,31,3.7
"210",6,247,27,3
"211",6,248,26,2.8
"212",6,249,24,2.5
"213",6,250,24,2.5
"214",6,251,24,2.5
"215",6,252,24,2.5
"216",6,253,23,2.3
"217",6,254,20,1.7
"218",6,255,20,1.7
"219",6,256,19,1.6
"220",6,257,18,1.4
"221",6,258,18,1.4
"222",6,259,18,1.4
"223",6,260,18,1.4
"224",6,261,18,1.4
"225",6,262,17,1.2
"226",6,263,17,1.2
"227",6,264,17,1.2
"228",6,265,17,1.2
"229",6,266,16,1
"230",6,267,16,1
"231",6,268,16,1
"232",6,269,16,1
"233",6,270,16,1
"234",6,271,15,0.9
"235",6,272,15,0.9
"236",6,273,15,0.9
"237",6,274,15,0.9
"238",6,275,14,0.7
"239",6,276,14,0.7
"240",6,277,14,0.7
"241",6,278,14,0.7
"242",6,279,14,0.7
"243",6,280,14,0.7
"244",6,281,14,0.7
"245",6,282,14,0.7
"246",6,283,14,0.7
"247",6,284,13,0.5
"248",6,285,13,0.5
"249",6,286,13,0.5
"250",6,287,13,0.5
"251",7,55,3151,0.8
"252",7,67,2540,0.7
"253",7,89,5846,1.1
"254",7,257,5188,1
"255",7,288,43864,5.5
"256",7,289,11112,1.7
"257",7,290,6266,1.2
"258",7,291,5379,1.1
"259",7,292,4201,0.9
"260",7,293,4059,0.9
"261",7,294,3251,0.8
"262",7,295,2852,0.8
"263",7,296,2356,0.7
"264",7,297,1848,0.7
"265",7,298,1802,0.7
"266",7,299,1780,0.6
"267",7,300,1747,0.6
"268",7,301,1553,0.6
"269",7,302,1490,0.6
"270",7,303,1426,0.6
"271",7,304,1312,0.6
"272",7,305,1169,0.6
"273",7,306,1164,0.6
"274",7,307,1162,0.6
"275",7,308,1082,0.6
"276",7,309,1027,0.6
"277",7,310,962,0.6
"278",7,311,960,0.6
"279",7,312,926,0.5
"280",7,313,900,0.5
"281",7,314,868,0.5
"282",7,315,834,0.5
"283",7,316,809,0.5
"284",7,317,773,0.5
"285",7,318,753,0.5
"286",7,319,741,0.5
"287",7,320,719,0.5
"288",7,321,674,0.5
"289",7,322,667,0.5
"290",7,323,646,0.5
"291",7,324,605,0.5
"292",7,325,599,0.5
"293",7,326,593,0.5
"294",7,327,587,0.5
"295",7,328,571,0.5
"296",7,329,534,0.5
"297",7,330,527,0.5
"298",7,331,516,0.5
"299",7,332,510,0.5
"300",7,333,498,0.5
"301",8,71,181,0.5
"302",8,89,921,1.1
"303",8,97,354,0.6
"304",8,251,235,0.6
"305",8,257,479,0.8
"306",8,265,581,0.8
"307",8,288,428,0.7
"308",8,289,2258,2.2
"309",8,291,402,0.7
"310",8,292,783,1
"311",8,295,1425,1.5
"312",8,296,1039,1.2
"313",8,298,613,0.9
"314",8,300,347,0.6
"315",8,302,432,0.7
"316",8,311,353,0.6
"317",8,323,578,0.8
"318",8,334,6291,5.5
"319",8,335,2396,2.3
"320",8,336,1735,1.8
"321",8,337,1407,1.5
"322",8,338,963,1.1
"323",8,339,819,1
"324",8,340,800,1
"325",8,341,794,1
"326",8,342,753,1
"327",8,343,588,0.8
"328",8,344,553,0.8
"329",8,345,527,0.8
"330",8,346,520,0.8
"331",8,347,505,0.8
"332",8,348,504,0.8
"333",8,349,494,0.8
"334",8,350,494,0.8
"335",8,351,456,0.7
"336",8,352,417,0.7
"337",8,353,400,0.7
"338",8,354,389,0.7
"339",8,355,361,0.7
"340",8,356,350,0.6
"341",8,357,345,0.6
"342",8,358,280,0.6
"343",8,359,277,0.6
"344",8,360,257,0.6
"345",8,361,253,0.6
"346",8,362,229,0.5
"347",8,363,185,0.5
"348",8,364,178,0.5
"349",8,365,177,0.5
"350",8,366,173,0.5
"351",9,8,587,1.3
"352",9,367,2396,5.5
"353",9,368,1444,3.3
"354",9,369,1158,2.6
"355",9,370,1113,2.5
"356",9,371,1103,2.5
"357",9,372,1069,2.4
"358",9,373,729,1.7
"359",9,374,708,1.6
"360",9,375,630,1.4
"361",9,376,629,1.4
"362",9,377,609,1.4
"363",9,378,590,1.3
"364",9,379,558,1.3
"365",9,380,556,1.3
"366",9,381,556,1.3
"367",9,382,533,1.2
"368",9,383,521,1.2
"369",9,384,510,1.2
"370",9,385,467,1.1
"371",9,386,465,1
"372",9,387,430,1
"373",9,388,411,0.9
"374",9,389,403,0.9
"375",9,390,381,0.9
"376",9,391,367,0.8
"377",9,392,364,0.8
"378",9,393,357,0.8
"379",9,394,345,0.8
"380",9,395,319,0.7
"381",9,396,307,0.7
"382",9,397,307,0.7
"383",9,398,306,0.7
"384",9,399,292,0.6
"385",9,400,290,0.6
"386",9,401,289,0.6
"387",9,402,280,0.6
"388",9,403,273,0.6
"389",9,404,273,0.6
"390",9,405,267,0.6
"391",9,406,260,0.6
"392",9,407,249,0.5
"393",9,408,249,0.5
"394",9,409,242,0.5
"395",9,410,241,0.5
"396",9,411,237,0.5
"397",9,412,236,0.5
"398",9,413,234,0.5
"399",9,414,229,0.5
"400",9,415,228,0.5
"401",10,154,177,0.5
"402",10,159,225,0.6
"403",10,196,1137,2.1
"404",10,199,1386,2.6
"405",10,200,306,0.8
"406",10,208,310,0.8
"407",10,217,761,1.5
"408",10,219,189,0.6
"409",10,225,1297,2.4
"410",10,228,279,0.7
"411",10,229,992,1.9
"412",10,416,3132,5.5
"413",10,417,1584,2.9
"414",10,418,1056,2
"415",10,419,1029,2
"416",10,420,1023,2
"417",10,421,956,1.8
"418",10,422,878,1.7
"419",10,423,845,1.7
"420",10,424,797,1.6
"421",10,425,729,1.5
"422",10,426,603,1.2
"423",10,427,583,1.2
"424",10,428,578,1.2
"425",10,429,573,1.2
"426",10,430,560,1.2
"427",10,431,546,1.2
"428",10,432,527,1.1
"429",10,433,483,1
"430",10,434,455,1
"431",10,435,367,0.9
"432",10,436,317,0.8
"433",10,437,315,0.8
"434",10,438,308,0.8
"435",10,439,291,0.7
"436",10,440,247,0.7
"437",10,441,238,0.6
"438",10,442,235,0.6
"439",10,443,229,0.6
"440",10,444,208,0.6
"441",10,445,204,0.6
"442",10,446,199,0.6
"443",10,447,189,0.6
"444",10,448,178,0.5
"445",10,449,177,0.5
"446",10,450,173,0.5
"447",10,451,169,0.5
"448",10,452,165,0.5
"449",10,453,161,0.5
"450",10,454,157,0.5
"451",11,67,229,0.5
"452",11,89,3384,4.3
"453",11,157,1007,1.4
"454",11,230,329,0.6
"455",11,234,370,0.7
"456",11,288,749,1.1
"457",11,289,3851,4.8
"458",11,292,555,0.9
"459",11,294,264,0.5
"460",11,295,521,0.8
"461",11,300,347,0.6
"462",11,301,306,0.6
"463",11,304,1031,1.5
"464",11,306,249,0.5
"465",11,325,298,0.6
"466",11,327,337,0.6
"467",11,329,553,0.9
"468",11,344,243,0.5
"469",11,349,341,0.6
"470",11,455,4416,5.5
"471",11,456,1951,2.6
"472",11,457,1788,2.4
"473",11,458,1708,2.3
"474",11,459,1567,2.1
"475",11,460,1531,2.1
"476",11,461,1500,2
"477",11,462,1318,1.8
"478",11,463,1235,1.7
"479",11,464,1117,1.6
"480",11,465,1006,1.4
"481",11,466,956,1.4
"482",11,467,793,1.2
"483",11,468,719,1.1
"484",11,469,552,0.9
"485",11,470,548,0.9
"486",11,471,537,0.9
"487",11,472,514,0.8
"488",11,473,441,0.8
"489",11,474,425,0.7
"490",11,475,424,0.7
"491",11,476,337,0.6
"492",11,477,336,0.6
"493",11,478,329,0.6
"494",11,479,321,0.6
"495",11,480,314,0.6
"496",11,481,293,0.6
"497",11,482,251,0.5
"498",11,483,247,0.5
"499",11,484,244,0.5
"500",11,485,238,0.5
"501",12,72,2144,0.6
"502",12,189,2976,0.7
"503",12,191,4259,0.8
"504",12,230,2110,0.6
"505",12,288,3072,0.7
"506",12,300,1064,0.5
"507",12,333,23961,2.5
"508",12,344,5489,0.9
"509",12,377,59695,5.5
"510",12,378,31617,3.1
"511",12,405,1034,0.5
"512",12,407,1600,0.6
"513",12,466,1485,0.5
"514",12,486,24097,2.5
"515",12,487,7867,1.1
"516",12,488,7425,1.1
"517",12,489,7399,1.1
"518",12,490,4527,0.8
"519",12,491,3837,0.7
"520",12,492,3823,0.7
"521",12,493,3727,0.7
"522",12,494,3648,0.7
"523",12,495,3526,0.7
"524",12,496,3407,0.7
"525",12,497,3226,0.7
"526",12,498,3134,0.7
"527",12,499,3080,0.7
"528",12,500,2471,0.6
"529",12,501,2378,0.6
"530",12,502,2303,0.6
"531",12,503,1714,0.6
"532",12,504,1646,0.6
"533",12,505,1596,0.6
"534",12,506,1591,0.6
"535",12,507,1547,0.6
"536",12,508,1495,0.5
"537",12,509,1434,0.5
"538",12,510,1341,0.5
"539",12,511,1278,0.5
"540",12,512,1260,0.5
"541",12,513,1250,0.5
"542",12,514,1227,0.5
"543",12,515,1222,0.5
"544",12,516,1183,0.5
"545",12,517,1177,0.5
"546",12,518,1001,0.5
"547",12,519,982,0.5
"548",12,520,953,0.5
"549",12,521,939,0.5
"550",12,522,927,0.5
"551",13,55,6,0.5
"552",13,67,9,0.5
"553",13,89,3967,5.5
"554",13,173,6,0.5
"555",13,228,6,0.5
"556",13,292,4,0.5
"557",13,295,2,0.5
"558",13,298,16,0.5
"559",13,299,4,0.5
"560",13,300,2,0.5
"561",13,302,9,0.5
"562",13,310,17,0.5
"563",13,316,4,0.5
"564",13,318,2,0.5
"565",13,325,3,0.5
"566",13,328,12,0.5
"567",13,333,38,0.5
"568",13,344,2,0.5
"569",13,349,3,0.5
"570",13,352,2,0.5
"571",13,378,2,0.5
"572",13,461,3,0.5
"573",13,466,4,0.5
"574",13,498,6,0.5
"575",13,523,10,0.5
"576",13,524,8,0.5
"577",13,525,6,0.5
"578",13,526,6,0.5
"579",13,527,4,0.5
"580",13,528,4,0.5
"581",13,529,3,0.5
"582",13,530,3,0.5
"583",13,531,3,0.5
"584",13,532,3,0.5
"585",13,533,2,0.5
"586",13,534,2,0.5
"587",13,535,2,0.5
"588",13,536,2,0.5
"589",13,537,2,0.5
"590",13,538,2,0.5
"591",13,539,2,0.5
"592",13,540,2,0.5
"593",13,541,2,0.5
"594",13,542,2,0.5
"595",13,543,2,0.5
"596",13,544,2,0.5
"597",13,545,2,0.5
"598",13,546,2,0.5
"599",13,547,2,0.5
"600",13,548,2,0.5
"601",14,549,1259,5.5
"602",14,550,908,2.8
"603",14,551,850,2.4
"604",14,552,849,2.4
"605",14,553,843,2.3
"606",14,554,834,2.3
"607",14,555,831,2.2
"608",14,556,812,2.1
"609",14,557,809,2.1
"610",14,558,772,1.8
"611",14,559,768,1.8
"612",14,560,765,1.7
"613",14,561,724,1.4
"614",14,562,710,1.3
"615",14,563,706,1.3
"616",14,564,676,1.1
"617",14,565,674,1.1
"618",14,566,671,1
"619",14,567,670,1
"620",14,568,665,1
"621",14,569,656,0.9
"622",14,570,655,0.9
"623",14,571,654,0.9
"624",14,572,653,0.9
"625",14,573,653,0.9
"626",14,574,650,0.9
"627",14,575,648,0.9
"628",14,576,646,0.8
"629",14,577,645,0.8
"630",14,578,638,0.8
"631",14,579,635,0.8
"632",14,580,634,0.8
"633",14,581,634,0.8
"634",14,582,633,0.7
"635",14,583,632,0.7
"636",14,584,632,0.7
"637",14,585,631,0.7
"638",14,586,627,0.7
"639",14,587,621,0.7
"640",14,588,619,0.6
"641",14,589,619,0.6
"642",14,590,618,0.6
"643",14,591,612,0.6
"644",14,592,610,0.6
"645",14,593,610,0.6
"646",14,594,609,0.6
"647",14,595,607,0.5
"648",14,596,602,0.5
"649",14,597,601,0.5
"650",14,598,601,0.5
"651",15,69,242,0.6
"652",15,154,751,3.4
"653",15,159,297,0.9
"654",15,197,599,2.5
"655",15,203,352,1.2
"656",15,205,477,1.9
"657",15,212,242,0.6
"658",15,215,253,0.7
"659",15,218,246,0.6
"660",15,222,235,0.6
"661",15,227,747,3.4
"662",15,233,464,1.8
"663",15,266,247,0.6
"664",15,429,366,1.3
"665",15,511,740,3.3
"666",15,599,1141,5.5
"667",15,600,835,3.8
"668",15,601,557,2.3
"669",15,602,546,2.3
"670",15,603,484,1.9
"671",15,604,484,1.9
"672",15,605,470,1.8
"673",15,606,466,1.8
"674",15,607,443,1.7
"675",15,608,412,1.5
"676",15,609,407,1.5
"677",15,610,404,1.5
"678",15,611,404,1.5
"679",15,612,380,1.4
"680",15,613,373,1.3
"681",15,614,351,1.2
"682",15,615,350,1.2
"683",15,616,346,1.2
"684",15,617,341,1.1
"685",15,618,340,1.1
"686",15,619,337,1.1
"687",15,620,328,1.1
"688",15,621,306,1
"689",15,622,302,0.9
"690",15,623,295,0.9
"691",15,624,294,0.9
"692",15,625,279,0.8
"693",15,626,261,0.7
"694",15,627,258,0.7
"695",15,628,255,0.7
"696",15,629,251,0.7
"697",15,630,230,0.5
"698",15,631,226,0.5
"699",15,632,226,0.5
"700",15,633,223,0.5
"701",16,89,849,5.2
"702",16,161,459,2.6
"703",16,346,264,1.3
"704",16,386,154,0.6
"705",16,532,251,1.3
"706",16,634,889,5.5
"707",16,635,750,4.6
"708",16,636,617,3.7
"709",16,637,502,2.9
"710",16,638,487,2.8
"711",16,639,457,2.6
"712",16,640,392,2.2
"713",16,641,391,2.2
"714",16,642,389,2.2
"715",16,643,367,2
"716",16,644,366,2
"717",16,645,311,1.7
"718",16,646,308,1.6
"719",16,647,307,1.6
"720",16,648,292,1.5
"721",16,649,257,1.3
"722",16,650,251,1.3
"723",16,651,250,1.3
"724",16,652,231,1.1
"725",16,653,228,1.1
"726",16,654,217,1
"727",16,655,217,1
"728",16,656,214,1
"729",16,657,209,1
"730",16,658,195,0.9
"731",16,659,190,0.9
"732",16,660,174,0.7
"733",16,661,167,0.7
"734",16,662,166,0.7
"735",16,663,165,0.7
"736",16,664,153,0.6
"737",16,665,150,0.6
"738",16,666,149,0.6
"739",16,667,148,0.6
"740",16,668,147,0.6
"741",16,669,147,0.6
"742",16,670,146,0.6
"743",16,671,144,0.5
"744",16,672,144,0.5
"745",16,673,143,0.5
"746",16,674,141,0.5
"747",16,675,141,0.5
"748",16,676,139,0.5
"749",16,677,139,0.5
"750",16,678,137,0.5
"751",17,56,242,0.5
"752",17,67,303,0.6
"753",17,89,1255,0.9
"754",17,229,610,0.7
"755",17,230,120,0.5
"756",17,288,129,0.5
"757",17,289,118,0.5
"758",17,292,110,0.5
"759",17,298,215,0.5
"760",17,300,1089,0.8
"761",17,306,144,0.5
"762",17,324,306,0.6
"763",17,325,219,0.5
"764",17,344,1804,1.1
"765",17,403,101,0.5
"766",17,461,984,0.8
"767",17,464,266,0.6
"768",17,466,925,0.8
"769",17,498,1544,1
"770",17,526,104,0.5
"771",17,528,321,0.6
"772",17,538,188,0.5
"773",17,544,426,0.6
"774",17,548,1446,1
"775",17,679,14436,5.5
"776",17,680,891,0.8
"777",17,681,879,0.8
"778",17,682,651,0.7
"779",17,683,474,0.6
"780",17,684,462,0.6
"781",17,685,381,0.6
"782",17,686,373,0.6
"783",17,687,370,0.6
"784",17,688,338,0.6
"785",17,689,270,0.6
"786",17,690,243,0.5
"787",17,691,208,0.5
"788",17,692,190,0.5
"789",17,693,188,0.5
"790",17,694,187,0.5
"791",17,695,172,0.5
"792",17,696,170,0.5
"793",17,697,168,0.5
"794",17,698,146,0.5
"795",17,699,121,0.5
"796",17,700,116,0.5
"797",17,701,115,0.5
"798",17,702,109,0.5
"799",17,703,107,0.5
"800",17,704,105,0.5
"801",18,56,186,0.5
"802",18,65,234,0.7
"803",18,71,401,1.1
"804",18,72,404,1.1
"805",18,88,258,0.7
"806",18,163,230,0.6
"807",18,174,332,0.9
"808",18,190,544,1.4
"809",18,220,623,1.6
"810",18,227,630,1.6
"811",18,230,400,1.1
"812",18,378,204,0.6
"813",18,389,393,1.1
"814",18,511,496,1.3
"815",18,533,576,1.5
"816",18,705,2187,5.5
"817",18,706,853,2.2
"818",18,707,838,2.2
"819",18,708,682,1.8
"820",18,709,660,1.7
"821",18,710,646,1.7
"822",18,711,603,1.6
"823",18,712,518,1.4
"824",18,713,500,1.3
"825",18,714,427,1.1
"826",18,715,426,1.1
"827",18,716,409,1.1
"828",18,717,363,1
"829",18,718,359,1
"830",18,719,359,1
"831",18,720,318,0.9
"832",18,721,298,0.8
"833",18,722,283,0.8
"834",18,723,277,0.8
"835",18,724,246,0.7
"836",18,725,245,0.7
"837",18,726,241,0.7
"838",18,727,240,0.7
"839",18,728,236,0.7
"840",18,729,232,0.7
"841",18,730,222,0.6
"842",18,731,219,0.6
"843",18,732,216,0.6
"844",18,733,215,0.6
"845",18,734,197,0.6
"846",18,735,192,0.6
"847",18,736,181,0.5
"848",18,737,171,0.5
"849",18,738,171,0.5
"850",18,739,170,0.5
"851",20,56,108,0.6
"852",20,88,111,0.6
"853",20,141,987,5.5
"854",20,163,119,0.6
"855",20,201,118,0.6
"856",20,504,154,0.8
"857",20,512,290,1.6
"858",20,743,483,2.7
"859",20,744,375,2.1
"860",20,745,304,1.7
"861",20,746,285,1.6
"862",20,747,274,1.5
"863",20,748,268,1.5
"864",20,749,261,1.4
"865",20,750,245,1.3
"866",20,751,242,1.3
"867",20,752,239,1.3
"868",20,753,202,1.1
"869",20,754,185,1
"870",20,755,174,0.9
"871",20,756,171,0.9
"872",20,757,167,0.9
"873",20,758,162,0.9
"874",20,759,160,0.9
"875",20,760,156,0.8
"876",20,761,149,0.8
"877",20,762,141,0.8
"878",20,763,137,0.7
"879",20,764,133,0.7
"880",20,765,130,0.7
"881",20,766,129,0.7
"882",20,767,124,0.7
"883",20,768,122,0.7
"884",20,769,120,0.6
"885",20,770,116,0.6
"886",20,771,113,0.6
"887",20,772,108,0.6
"888",20,773,108,0.6
"889",20,774,103,0.5
"890",20,775,102,0.5
"891",20,776,100,0.5
"892",20,777,99,0.5
"893",20,778,99,0.5
"894",20,779,99,0.5
"895",20,780,98,0.5
"896",20,781,98,0.5
"897",20,782,97,0.5
"898",20,783,96,0.5
"899",20,784,96,0.5
"900",20,785,95,0.5
"901",21,55,4097,4.9
"902",21,67,219,0.6
"903",21,71,110,0.5
"904",21,89,406,0.8
"905",21,288,474,0.9
"906",21,289,4620,5.5
"907",21,292,437,0.9
"908",21,293,599,1.1
"909",21,295,152,0.6
"910",21,298,149,0.6
"911",21,299,516,1
"912",21,300,252,0.7
"913",21,302,118,0.5
"914",21,306,138,0.5
"915",21,310,187,0.6
"916",21,318,215,0.6
"917",21,325,202,0.6
"918",21,352,116,0.5
"919",21,461,436,0.9
"920",21,465,122,0.5
"921",21,466,222,0.6
"922",21,476,432,0.9
"923",21,523,186,0.6
"924",21,531,188,0.6
"925",21,535,1953,2.6
"926",21,543,210,0.6
"927",21,660,180,0.6
"928",21,674,220,0.6
"929",21,679,159,0.6
"930",21,681,118,0.5
"931",21,686,764,1.2
"932",21,701,732,1.2
"933",21,786,734,1.2
"934",21,787,426,0.9
"935",21,788,424,0.9
"936",21,789,400,0.8
"937",21,790,369,0.8
"938",21,791,271,0.7
"939",21,792,263,0.7
"940",21,793,228,0.6
"941",21,794,215,0.6
"942",21,795,183,0.6
"943",21,796,178,0.6
"944",21,797,164,0.6
"945",21,798,145,0.6
"946",21,799,127,0.5
"947",21,800,120,0.5
"948",21,801,120,0.5
"949",21,802,99,0.5
"950",21,803,98,0.5
"951",22,412,677,0.6
"952",22,503,6257,5.5
"953",22,514,939,0.9
"954",22,804,3804,3.4
"955",22,805,2548,2.3
"956",22,806,2501,2.2
"957",22,807,2352,2.1
"958",22,808,2334,2.1
"959",22,809,2301,2.1
"960",22,810,2160,1.9
"961",22,811,2153,1.9
"962",22,812,1833,1.7
"963",22,813,1742,1.6
"964",22,814,1627,1.5
"965",22,815,1451,1.3
"966",22,816,1401,1.3
"967",22,817,1284,1.2
"968",22,818,1190,1.1
"969",22,819,1190,1.1
"970",22,820,1158,1.1
"971",22,821,1044,1
"972",22,822,1032,1
"973",22,823,999,0.9
"974",22,824,945,0.9
"975",22,825,902,0.8
"976",22,826,866,0.8
"977",22,827,858,0.8
"978",22,828,770,0.7
"979",22,829,759,0.7
"980",22,830,743,0.7
"981",22,831,731,0.7
"982",22,832,702,0.7
"983",22,833,685,0.7
"984",22,834,684,0.7
"985",22,835,676,0.6
"986",22,836,635,0.6
"987",22,837,634,0.6
"988",22,838,627,0.6
"989",22,839,615,0.6
"990",22,840,609,0.6
"991",22,841,602,0.6
"992",22,842,560,0.5
"993",22,843,553,0.5
"994",22,844,543,0.5
"995",22,845,539,0.5
"996",22,846,538,0.5
"997",22,847,534,0.5
"998",22,848,529,0.5
"999",22,849,523,0.5
"1000",22,850,505,0.5
"1001",23,7,212,0.7
"1002",23,72,1752,3.4
"1003",23,152,330,0.9
"1004",23,159,401,1
"1005",23,163,124,0.5
"1006",23,181,297,0.8
"1007",23,220,112,0.5
"1008",23,226,292,0.8
"1009",23,227,143,0.6
"1010",23,233,379,1
"1011",23,420,117,0.5
"1012",23,436,242,0.7
"1013",23,511,752,1.7
"1014",23,599,652,1.5
"1015",23,615,131,0.5
"1016",23,707,176,0.6
"1017",23,851,2897,5.5
"1018",23,852,956,2
"1019",23,853,772,1.7
"1020",23,854,508,1.2
"1021",23,855,419,1.1
"1022",23,856,240,0.7
"1023",23,857,238,0.7
"1024",23,858,235,0.7
"1025",23,859,226,0.7
"1026",23,860,217,0.7
"1027",23,861,215,0.7
"1028",23,862,210,0.7
"1029",23,863,200,0.7
"1030",23,864,193,0.6
"1031",23,865,192,0.6
"1032",23,866,190,0.6
"1033",23,867,189,0.6
"1034",23,868,186,0.6
"1035",23,869,171,0.6
"1036",23,870,168,0.6
"1037",23,871,154,0.6
"1038",23,872,153,0.6
"1039",23,873,150,0.6
"1040",23,874,142,0.6
"1041",23,875,138,0.6
"1042",23,876,124,0.5
"1043",23,877,120,0.5
"1044",23,878,119,0.5
"1045",23,879,118,0.5
"1046",23,880,118,0.5
"1047",23,881,116,0.5
"1048",23,882,115,0.5
"1049",23,883,110,0.5
"1050",23,884,110,0.5
"1051",24,55,5956,4.8
"1052",24,67,6917,5.5
"1053",24,89,661,0.7
"1054",24,157,538,0.6
"1055",24,167,1412,1.3
"1056",24,229,2443,2.1
"1057",24,257,1203,1.1
"1058",24,258,531,0.6
"1059",24,285,586,0.6
"1060",24,288,677,0.7
"1061",24,289,1192,1.1
"1062",24,291,516,0.6
